"Image type","Feature Class","Feature Name","YONGJIN_KIM..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.03.08.18.02.21_segment_YONGJIN_KIM..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.03.08.18.02.21"
"wavelet-HLL","firstorder","Skewness","-0.06754113653268237"
"wavelet-HLL","firstorder","TotalEnergy","3624078.7384996163"
"wavelet-HLL","firstorder","Uniformity","0.41543462609771553"
"wavelet-HLL","firstorder","Variance","221.3307846473"
"wavelet-HLL","glcm","Autocorrelation","12.274925404961003"
"wavelet-HLL","glcm","ClusterProminence","3.084838656435588"
"wavelet-HLL","glcm","ClusterShade","-0.04020029141261931"
"wavelet-HLL","glcm","ClusterTendency","0.9842123567180567"
"wavelet-HLL","glcm","Contrast","0.7703043318602608"
"wavelet-HLL","glcm","Correlation","0.1221405595043267"
"wavelet-HLL","glcm","DifferenceAverage","0.6117999473927166"
"wavelet-HLL","glcm","DifferenceEntropy","1.2786980631744078"
"wavelet-HLL","glcm","DifferenceVariance","0.37670237754743563"
"wavelet-HLL","glcm","Id","0.7192690700559764"
"wavelet-HLL","glcm","Idm","0.7099325795149005"
"wavelet-HLL","glcm","Idmn","0.9799200273233465"
"wavelet-HLL","glcm","Idn","0.9153703822667404"
"wavelet-HLL","glcm","Imc1","-0.048591026387793286"
"wavelet-HLL","glcm","Imc2","0.24001662728740064"
"wavelet-HLL","glcm","InverseVariance","0.48477303294335233"
"wavelet-HLL","glcm","JointAverage","3.495918080656431"
"wavelet-HLL","glcm","JointEnergy","0.18432185541652354"
"wavelet-HLL","glcm","JointEntropy","2.8331433831358"
"wavelet-HLL","glcm","MCC","0.2025871719576286"
"wavelet-HLL","glcm","MaximumProbability","0.23819975541855598"
"wavelet-HLL","glcm","SumAverage","6.991836161312863"
"wavelet-HLL","glcm","SumEntropy","2.0032575232515395"
"wavelet-HLL","glcm","SumSquares","0.43862917214457947"
"wavelet-HLL","glrlm","GrayLevelNonUniformity","7471.552493611482"
"wavelet-HLL","glrlm","GrayLevelNonUniformityNormalized","0.3768666502002299"
"wavelet-HLL","glrlm","GrayLevelVariance","0.5465621297347653"
"wavelet-HLL","glrlm","HighGrayLevelRunEmphasis","12.67721421389904"
"wavelet-HLL","glrlm","LongRunEmphasis","4.797865211115536"
"wavelet-HLL","glrlm","LongRunHighGrayLevelEmphasis","60.39265732506589"
"wavelet-HLL","glrlm","LongRunLowGrayLevelEmphasis","0.43147565282222283"
"wavelet-HLL","glrlm","LowGrayLevelRunEmphasis","0.09758917038123299"
"wavelet-HLL","glrlm","RunEntropy","3.2501211130380545"
"wavelet-HLL","glrlm","RunLengthNonUniformity","8455.38940708097"
"wavelet-HLL","glrlm","RunLengthNonUniformityNormalized","0.41285242525357646"
"wavelet-HLL","glrlm","RunPercentage","0.5781955072987864"
"wavelet-HLL","glrlm","RunVariance","1.4847916077715566"
"wavelet-HLL","glrlm","ShortRunEmphasis","0.6492200060130221"
"wavelet-HLL","glrlm","ShortRunHighGrayLevelEmphasis","8.269951278200177"
"wavelet-HLL","glrlm","ShortRunLowGrayLevelEmphasis","0.06621623313622829"
"wavelet-HLL","glszm","GrayLevelNonUniformity","370.97342995169083"
"wavelet-HLL","glszm","GrayLevelNonUniformityNormalized","0.44803554341991647"
"wavelet-HLL","glszm","GrayLevelVariance","2.418695593829494"
"wavelet-HLL","glszm","HighGrayLevelZoneEmphasis","13.977053140096618"
"wavelet-HLL","glszm","LargeAreaEmphasis","582342.0640096618"
"wavelet-HLL","glszm","LargeAreaHighGrayLevelEmphasis","7266860.153381643"
"wavelet-HLL","glszm","LargeAreaLowGrayLevelEmphasis","50639.491486849154"
"wavelet-HLL","glszm","LowGrayLevelZoneEmphasis","0.17547940150295224"
"wavelet-HLL","glszm","SizeZoneNonUniformity","159.38888888888889"
"wavelet-HLL","glszm","SizeZoneNonUniformityNormalized","0.19249865807836822"
"wavelet-HLL","glszm","SmallAreaEmphasis","0.42836224565360603"
"wavelet-HLL","glszm","SmallAreaHighGrayLevelEmphasis","6.053677121965295"
"wavelet-HLL","glszm","SmallAreaLowGrayLevelEmphasis","0.08331866447965745"
"wavelet-HLL","glszm","ZoneEntropy","4.323336412682231"
"wavelet-HLL","glszm","ZonePercentage","0.0241773002014775"
"wavelet-HLL","glszm","ZoneVariance","580631.3224973162"
"wavelet-HLL","gldm","DependenceEntropy","5.2610939563078905"
"wavelet-HLL","gldm","DependenceNonUniformity","2273.6696644961603"
"wavelet-HLL","gldm","DependenceNonUniformityNormalized","0.06639033096318393"
"wavelet-HLL","gldm","DependenceVariance","18.846424993313057"
"wavelet-HLL","gldm","GrayLevelNonUniformity","14227.389639968464"
"wavelet-HLL","gldm","GrayLevelVariance","0.44186919123403556"
"wavelet-HLL","gldm","HighGrayLevelEmphasis","12.625835839635588"
"wavelet-HLL","gldm","LargeDependenceEmphasis","162.0535229363156"
"wavelet-HLL","gldm","LargeDependenceHighGrayLevelEmphasis","2032.243203784273"
"wavelet-HLL","gldm","LargeDependenceLowGrayLevelEmphasis","14.155572264237255"
"wavelet-HLL","gldm","LowGrayLevelEmphasis","0.09361251431593359"
"wavelet-HLL","gldm","SmallDependenceEmphasis","0.024374316348019"
"wavelet-HLL","gldm","SmallDependenceHighGrayLevelEmphasis","0.3283252871921118"
"wavelet-HLL","gldm","SmallDependenceLowGrayLevelEmphasis","0.0036920519103340378"
"wavelet-HLL","ngtdm","Busyness","242.38259433066546"
"wavelet-HLL","ngtdm","Coarseness","0.00015572890717196764"
"wavelet-HLL","ngtdm","Complexity","8.210476414367685"
"wavelet-HLL","ngtdm","Contrast","0.015417768537400529"
"wavelet-HLL","ngtdm","Strength","0.002248542917493566"
"wavelet-HLH","firstorder","10Percentile","-6.766642836577086"
"wavelet-HLH","firstorder","90Percentile","7.2341346114228795"
"wavelet-HLH","firstorder","Energy","1131422.3370274946"
"wavelet-HLH","firstorder","Entropy","1.0123624203029902"
"wavelet-HLH","firstorder","InterquartileRange","7.181566021985417"
"wavelet-HLH","firstorder","Kurtosis","4.516194848936471"
"wavelet-HLH","firstorder","Maximum","54.10774886383442"
"wavelet-HLH","firstorder","MeanAbsoluteDeviation","4.430306536400979"
"wavelet-HLH","firstorder","Mean","0.2053773940909045"
"wavelet-HLH","firstorder","Median","0.02716475640098079"
"wavelet-HLH","firstorder","Minimum","-36.13894866806704"
"wavelet-HLH","firstorder","Range","90.24669753190146"
"wavelet-HLH","firstorder","RobustMeanAbsoluteDeviation","2.993022798450712"
"wavelet-HLH","firstorder","RootMeanSquared","5.747792844291001"
"wavelet-HLH","firstorder","Skewness","0.34711081593606574"
"wavelet-HLH","firstorder","TotalEnergy","540868.0785634518"
"wavelet-HLH","firstorder","Uniformity","0.4988702906749651"
"wavelet-HLH","firstorder","Variance","32.994942706879264"
"wavelet-HLH","glcm","Autocorrelation","6.246895440996503"
"wavelet-HLH","glcm","ClusterProminence","0.5428952144631357"
"wavelet-HLH","glcm","ClusterShade","0.00892470599659898"
"wavelet-HLH","glcm","ClusterTendency","0.523770305158126"
"wavelet-HLH","glcm","Contrast","0.48304342296750885"
"wavelet-HLH","glcm","Correlation","0.040381600520747324"
"wavelet-HLH","glcm","DifferenceAverage","0.48185073466744893"
"wavelet-HLH","glcm","DifferenceEntropy","0.9930173486999941"
"wavelet-HLH","glcm","DifferenceVariance","0.2468484595860805"
"wavelet-HLH","glcm","Id","0.7592659441717455"
"wavelet-HLH","glcm","Idm","0.7591939014962814"
"wavelet-HLH","glcm","Idmn","0.9814319047146662"
"wavelet-HLH","glcm","Idn","0.9197194079998641"
"wavelet-HLH","glcm","Imc1","-0.014177400468022138"
"wavelet-HLH","glcm","Imc2","0.09163881183850989"
"wavelet-HLH","glcm","InverseVariance","0.4808776812514783"
"wavelet-HLH","glcm","JointAverage","2.4973397649051132"
"wavelet-HLH","glcm","JointEnergy","0.25362523643138674"
"wavelet-HLH","glcm","JointEntropy","2.004099576028567"
"wavelet-HLH","glcm","MCC","0.12021995060609253"
"wavelet-HLH","glcm","MaximumProbability","0.26777285072183477"
"wavelet-HLH","glcm","SumAverage","4.9946795298102264"
"wavelet-HLH","glcm","SumEntropy","1.5175268233573447"
"wavelet-HLH","glcm","SumSquares","0.25170343203140866"
"wavelet-HLH","glrlm","GrayLevelNonUniformity","8986.473030574662"
"wavelet-HLH","glrlm","GrayLevelNonUniformityNormalized","0.4981763130029548"
"wavelet-HLH","glrlm","GrayLevelVariance","0.25415857268466185"
"wavelet-HLH","glrlm","HighGrayLevelRunEmphasis","6.566002494391376"
"wavelet-HLH","glrlm","LongRunEmphasis","5.698715105418357"
"wavelet-HLH","glrlm","LongRunHighGrayLevelEmphasis","36.8683319749074"
"wavelet-HLH","glrlm","LongRunLowGrayLevelEmphasis","1.0342836740081511"
"wavelet-HLH","glrlm","LowGrayLevelRunEmphasis","0.17914460175152588"
"wavelet-HLH","glrlm","RunEntropy","2.8922870695431735"
"wavelet-HLH","glrlm","RunLengthNonUniformity","6679.227051939591"
"wavelet-HLH","glrlm","RunLengthNonUniformityNormalized","0.36306926799493977"
"wavelet-HLH","glrlm","RunPercentage","0.52670531500794"
"wavelet-HLH","glrlm","RunVariance","1.7558778866858225"
"wavelet-HLH","glrlm","ShortRunEmphasis","0.5880029920040687"
"wavelet-HLH","glrlm","ShortRunHighGrayLevelEmphasis","3.888483404292328"
"wavelet-HLH","glrlm","ShortRunLowGrayLevelEmphasis","0.10472388174090035"
"wavelet-HLH","glszm","GrayLevelNonUniformity","9.461538461538462"
"wavelet-HLH","glszm","GrayLevelNonUniformityNormalized","0.363905325443787"
"wavelet-HLH","glszm","GrayLevelVariance","1.1775147928994083"
"wavelet-HLH","glszm","HighGrayLevelZoneEmphasis","11.615384615384615"
"wavelet-HLH","glszm","LargeAreaEmphasis","22492109.576923076"
"wavelet-HLH","glszm","LargeAreaHighGrayLevelEmphasis","146636128.96153846"
"wavelet-HLH","glszm","LargeAreaLowGrayLevelEmphasis","4048926.145235042"
"wavelet-HLH","glszm","LowGrayLevelZoneEmphasis","0.18262820512820516"
"wavelet-HLH","glszm","SizeZoneNonUniformity","11.615384615384615"
"wavelet-HLH","glszm","SizeZoneNonUniformityNormalized","0.4467455621301775"
"wavelet-HLH","glszm","SmallAreaEmphasis","0.6851035733874996"
"wavelet-HLH","glszm","SmallAreaHighGrayLevelEmphasis","8.059947769986092"
"wavelet-HLH","glszm","SmallAreaLowGrayLevelEmphasis","0.12015278153506195"
"wavelet-HLH","glszm","ZoneEntropy","3.0797102763173334"
"wavelet-HLH","glszm","ZonePercentage","0.0007591905860367331"
"wavelet-HLH","glszm","ZoneVariance","20757114.00147929"
"wavelet-HLH","gldm","DependenceEntropy","4.5821757077833025"
"wavelet-HLH","gldm","DependenceNonUniformity","3434.6163167576724"
"wavelet-HLH","gldm","DependenceNonUniformityNormalized","0.10028955285886858"
"wavelet-HLH","gldm","DependenceVariance","8.832666574446844"
"wavelet-HLH","gldm","GrayLevelNonUniformity","17084.810844745523"
"wavelet-HLH","gldm","GrayLevelVariance","0.2523833866605643"
"wavelet-HLH","gldm","HighGrayLevelEmphasis","6.518965164831956"
"wavelet-HLH","gldm","LargeDependenceEmphasis","185.87330277104564"
"wavelet-HLH","gldm","LargeDependenceHighGrayLevelEmphasis","1194.1610944024294"
"wavelet-HLH","gldm","LargeDependenceLowGrayLevelEmphasis","33.95140364281705"
"wavelet-HLH","gldm","LowGrayLevelEmphasis","0.18026229385866724"
"wavelet-HLH","gldm","SmallDependenceEmphasis","0.007801371863762743"
"wavelet-HLH","gldm","SmallDependenceHighGrayLevelEmphasis","0.05442522772748398"
"wavelet-HLH","gldm","SmallDependenceLowGrayLevelEmphasis","0.0013995933638317037"
"wavelet-HLH","ngtdm","Busyness","509.17065327710105"
"wavelet-HLH","ngtdm","Coarseness","0.00012266356362604461"
"wavelet-HLH","ngtdm","Complexity","5.724130963254636"
"wavelet-HLH","ngtdm","Contrast","0.012065189744513007"
"wavelet-HLH","ngtdm","Strength","0.001526455926208107"
"wavelet-HHL","firstorder","10Percentile","-9.865252106312814"
"wavelet-HHL","firstorder","90Percentile","9.811371166234453"
"wavelet-HHL","firstorder","Energy","2065970.6852513966"
"wavelet-HHL","firstorder","Entropy","1.0163939788359646"
"wavelet-HHL","firstorder","InterquartileRange","10.403444491443102"
"wavelet-HHL","firstorder","Kurtosis","3.0934354716548276"
"wavelet-HHL","firstorder","Maximum","37.40278943793975"
"wavelet-HHL","firstorder","MeanAbsoluteDeviation","6.174297755553684"
"wavelet-HHL","firstorder","Mean","-0.01688695845253998"
"wavelet-HHL","firstorder","Median","-0.030100260504667242"
"wavelet-HHL","firstorder","Minimum","-38.07296868768496"
"wavelet-HHL","firstorder","Range","75.47575812562471"
"wavelet-HHL","firstorder","RobustMeanAbsoluteDeviation","4.303100909449857"
"wavelet-HHL","firstorder","RootMeanSquared","7.766955386246964"
"wavelet-HHL","firstorder","Skewness","-0.004130797283682096"
"wavelet-HHL","firstorder","TotalEnergy","987622.003146988"
"wavelet-HHL","firstorder","Uniformity","0.4984921610337582"
"wavelet-HHL","firstorder","Variance","60.325310802584944"
"wavelet-HHL","glcm","Autocorrelation","6.245083276028239"
"wavelet-HHL","glcm","ClusterProminence","0.5363651933673546"
"wavelet-HHL","glcm","ClusterShade","0.002500091599811494"
"wavelet-HHL","glcm","ClusterTendency","0.5179697750593182"
"wavelet-HHL","glcm","Contrast","0.4931040008440201"
"wavelet-HHL","glcm","Correlation","0.02460020311524625"
"wavelet-HHL","glcm","DifferenceAverage","0.4904401330263094"
"wavelet-HHL","glcm","DifferenceEntropy","0.9931113393900498"
"wavelet-HHL","glcm","DifferenceVariance","0.24601271302423425"
"wavelet-HHL","glcm","Id","0.7552232908688417"
"wavelet-HHL","glcm","Idm","0.7550463202686164"
"wavelet-HHL","glcm","Idmn","0.9710410494376368"
"wavelet-HHL","glcm","Idn","0.9020006980643622"
"wavelet-HHL","glcm","Imc1","-0.020341901695819765"
"wavelet-HHL","glcm","Imc2","0.11226773409071125"
"wavelet-HHL","glcm","InverseVariance","0.48811510979113126"
"wavelet-HHL","glcm","JointAverage","2.497772348152793"
"wavelet-HHL","glcm","JointEnergy","0.25525126430137274"
"wavelet-HHL","glcm","JointEntropy","2.009652076178569"
"wavelet-HHL","glcm","MCC","0.09653069306079112"
"wavelet-HHL","glcm","MaximumProbability","0.2735374802727043"
"wavelet-HHL","glcm","SumAverage","4.995544696305586"
"wavelet-HHL","glcm","SumEntropy","1.5075760671769414"
"wavelet-HHL","glcm","SumSquares","0.2527684439758346"
"wavelet-HHL","glrlm","GrayLevelNonUniformity","9103.118620223455"
"wavelet-HHL","glrlm","GrayLevelNonUniformityNormalized","0.497148185639638"
"wavelet-HHL","glrlm","GrayLevelVariance","0.25572131715454877"
"wavelet-HHL","glrlm","HighGrayLevelRunEmphasis","6.505817167043771"
"wavelet-HHL","glrlm","LongRunEmphasis","5.647992986561679"
"wavelet-HHL","glrlm","LongRunHighGrayLevelEmphasis","36.57269268779004"
"wavelet-HHL","glrlm","LongRunLowGrayLevelEmphasis","1.0248946905212248"
"wavelet-HHL","glrlm","LowGrayLevelRunEmphasis","0.18155419586204413"
"wavelet-HHL","glrlm","RunEntropy","2.857905754652983"
"wavelet-HHL","glrlm","RunLengthNonUniformity","6989.056961855347"
"wavelet-HHL","glrlm","RunLengthNonUniformityNormalized","0.3733415625089719"
"wavelet-HHL","glrlm","RunPercentage","0.5346026940035175"
"wavelet-HHL","glrlm","RunVariance","1.739679831736204"
"wavelet-HHL","glrlm","ShortRunEmphasis","0.5951154031932524"
"wavelet-HHL","glrlm","ShortRunHighGrayLevelEmphasis","3.876203029665186"
"wavelet-HHL","glrlm","ShortRunLowGrayLevelEmphasis","0.10836831400363103"
"wavelet-HHL","glszm","GrayLevelNonUniformity","20.217391304347824"
"wavelet-HHL","glszm","GrayLevelNonUniformityNormalized","0.43950850661625707"
"wavelet-HHL","glszm","GrayLevelVariance","2.119092627599244"
"wavelet-HHL","glszm","HighGrayLevelZoneEmphasis","8.478260869565217"
"wavelet-HHL","glszm","LargeAreaEmphasis","12709226.326086957"
"wavelet-HHL","glszm","LargeAreaHighGrayLevelEmphasis","82353518.7826087"
"wavelet-HHL","glszm","LargeAreaLowGrayLevelEmphasis","2301845.725543478"
"wavelet-HHL","glszm","LowGrayLevelZoneEmphasis","0.49969806763285024"
"wavelet-HHL","glszm","SizeZoneNonUniformity","28.434782608695652"
"wavelet-HHL","glszm","SizeZoneNonUniformityNormalized","0.6181474480151229"
"wavelet-HHL","glszm","SmallAreaEmphasis","0.809782608844401"
"wavelet-HHL","glszm","SmallAreaHighGrayLevelEmphasis","7.070652174882912"
"wavelet-HHL","glszm","SmallAreaLowGrayLevelEmphasis","0.406250000026774"
"wavelet-HHL","glszm","ZoneEntropy","2.0742512930048704"
"wavelet-HHL","glszm","ZonePercentage","0.001343183344526528"
"wavelet-HHL","glszm","ZoneVariance","12154946.076086957"
"wavelet-HHL","gldm","DependenceEntropy","4.560479278778373"
"wavelet-HHL","gldm","DependenceNonUniformity","3455.4987882150263"
"wavelet-HHL","gldm","DependenceNonUniformityNormalized","0.10089931346439181"
"wavelet-HHL","gldm","DependenceVariance","8.620178884909576"
"wavelet-HHL","gldm","GrayLevelNonUniformity","17071.861038923118"
"wavelet-HHL","gldm","GrayLevelVariance","0.25303264398192293"
"wavelet-HHL","gldm","HighGrayLevelEmphasis","6.4928898881653865"
"wavelet-HHL","gldm","LargeDependenceEmphasis","180.2388238385844"
"wavelet-HHL","gldm","LargeDependenceHighGrayLevelEmphasis","1165.8413291675183"
"wavelet-HHL","gldm","LargeDependenceLowGrayLevelEmphasis","32.70306360978902"
"wavelet-HHL","gldm","LowGrayLevelEmphasis","0.18136990101322745"
"wavelet-HHL","gldm","SmallDependenceEmphasis","0.00840399334329269"
"wavelet-HHL","gldm","SmallDependenceHighGrayLevelEmphasis","0.0571429768746115"
"wavelet-HHL","gldm","SmallDependenceLowGrayLevelEmphasis","0.001892764939131621"
"wavelet-HHL","ngtdm","Busyness","760.7687462473245"
"wavelet-HHL","ngtdm","Coarseness","0.00012010498105681517"
"wavelet-HHL","ngtdm","Complexity","3.4110264541980633"
"wavelet-HHL","ngtdm","Contrast","0.02062998450892442"
"wavelet-HHL","ngtdm","Strength","0.0007177338970305295"
"wavelet-HHH","firstorder","10Percentile","-3.6790153572981517"
"wavelet-HHH","firstorder","90Percentile","3.6389374462168256"
"wavelet-HHH","firstorder","Energy","289137.5649829581"
"wavelet-HHH","firstorder","Entropy","0.9999972391083816"
"wavelet-HHH","firstorder","InterquartileRange","3.8316684285615343"
"wavelet-HHH","firstorder","Kurtosis","3.4229447950323135"
"wavelet-HHH","firstorder","Maximum","14.994941670718363"
"wavelet-HHH","firstorder","MeanAbsoluteDeviation","2.2926621033547216"
"wavelet-HHH","firstorder","Mean","-0.027149626628567257"
"wavelet-HHH","firstorder","Median","-0.007829860431130584"
"wavelet-HHH","firstorder","Minimum","-19.182796599076983"
"wavelet-HHH","firstorder","Range","34.17773826979535"
"wavelet-HHH","firstorder","RobustMeanAbsoluteDeviation","1.5866702755741413"
"wavelet-HHH","firstorder","RootMeanSquared","2.905634561996914"
"wavelet-HHH","firstorder","Skewness","-0.06809904916017469"
"wavelet-HHH","firstorder","TotalEnergy","138220.07405626058"
"wavelet-HHH","firstorder","Uniformity","0.5000019137030199"
"wavelet-HHH","firstorder","Variance","8.441975105644927"
"wavelet-HHH","glcm","Autocorrelation","2.249582695488997"
"wavelet-HHH","glcm","ClusterProminence","0.49807577445491735"
"wavelet-HHH","glcm","ClusterShade","-0.0001764797439804848"
"wavelet-HHH","glcm","ClusterTendency","0.4980758334147256"
"wavelet-HHH","glcm","Contrast","0.5019191489132697"
"wavelet-HHH","glcm","Correlation","-0.0038433351522909895"
"wavelet-HHH","glcm","DifferenceAverage","0.5019191489132697"
"wavelet-HHH","glcm","DifferenceEntropy","0.9991313804079776"
"wavelet-HHH","glcm","DifferenceVariance","0.24969916571376696"
"wavelet-HHH","glcm","Id","0.749040425543365"
"wavelet-HHH","glcm","Idm","0.749040425543365"
"wavelet-HHH","glcm","Idmn","0.8996161702173461"
"wavelet-HHH","glcm","Idn","0.8326936170289099"
"wavelet-HHH","glcm","Imc1","-0.0008686530842049146"
"wavelet-HHH","glcm","Imc2","0.030530029908599494"
"wavelet-HHH","glcm","InverseVariance","0.5019191489132697"
"wavelet-HHH","glcm","JointAverage","1.5001807566485441"
"wavelet-HHH","glcm","JointEnergy","0.25030334312223534"
"wavelet-HHH","glcm","JointEntropy","1.9991241093125167"
"wavelet-HHH","glcm","MCC","0.02543823391391929"
"wavelet-HHH","glcm","MaximumProbability","0.25671059388039763"
"wavelet-HHH","glcm","SumAverage","3.0003615132970882"
"wavelet-HHH","glcm","SumEntropy","1.497204960399247"
"wavelet-HHH","glcm","SumSquares","0.24999874558199883"
"wavelet-HHH","glrlm","GrayLevelNonUniformity","9354.351724194476"
"wavelet-HHH","glrlm","GrayLevelNonUniformityNormalized","0.5000143844495508"
"wavelet-HHH","glrlm","GrayLevelVariance","0.24999280777522456"
"wavelet-HHH","glrlm","HighGrayLevelRunEmphasis","2.493918403780201"
"wavelet-HHH","glrlm","LongRunEmphasis","4.892728146919921"
"wavelet-HHH","glrlm","LongRunHighGrayLevelEmphasis","12.226931195984546"
"wavelet-HHH","glrlm","LongRunLowGrayLevelEmphasis","3.0591773846537644"
"wavelet-HHH","glrlm","LowGrayLevelRunEmphasis","0.6265203990549497"
"wavelet-HHH","glrlm","RunEntropy","2.7604067868073816"
"wavelet-HHH","glrlm","RunLengthNonUniformity","7324.819555351341"
"wavelet-HHH","glrlm","RunLengthNonUniformityNormalized","0.3915054454640487"
"wavelet-HHH","glrlm","RunPercentage","0.5462713185433423"
"wavelet-HHH","glrlm","RunVariance","1.5311251961184202"
"wavelet-HHH","glrlm","ShortRunEmphasis","0.6171094528769431"
"wavelet-HHH","glrlm","ShortRunHighGrayLevelEmphasis","1.5367705352287748"
"wavelet-HHH","glrlm","ShortRunLowGrayLevelEmphasis","0.38719418228898494"
"wavelet-HHH","glszm","GrayLevelNonUniformity","1.6666666666666667"
"wavelet-HHH","glszm","GrayLevelNonUniformityNormalized","0.5555555555555556"
"wavelet-HHH","glszm","GrayLevelVariance","0.2222222222222222"
"wavelet-HHH","glszm","HighGrayLevelZoneEmphasis","3.0"
"wavelet-HHH","glszm","LargeAreaEmphasis","195454132.33333334"
"wavelet-HHH","glszm","LargeAreaHighGrayLevelEmphasis","487453880.3333333"
"wavelet-HHH","glszm","LargeAreaLowGrayLevelEmphasis","122454195.33333333"
"wavelet-HHH","glszm","LowGrayLevelZoneEmphasis","0.5"
"wavelet-HHH","glszm","SizeZoneNonUniformity","1.0"
"wavelet-HHH","glszm","SizeZoneNonUniformityNormalized","0.3333333333333333"
"wavelet-HHH","glszm","SmallAreaEmphasis","0.0833333356072769"
"wavelet-HHH","glszm","SmallAreaHighGrayLevelEmphasis","0.33333333903193746"
"wavelet-HHH","glszm","SmallAreaLowGrayLevelEmphasis","0.020833334751111755"
"wavelet-HHH","glszm","ZoneEntropy","1.5849625007211552"
"wavelet-HHH","glszm","ZonePercentage","8.759891377346921e-05"
"wavelet-HHH","glszm","ZoneVariance","65136686.88888889"
"wavelet-HHH","gldm","DependenceEntropy","4.355559365541011"
"wavelet-HHH","gldm","DependenceNonUniformity","4042.343008146699"
"wavelet-HHH","gldm","DependenceNonUniformityNormalized","0.11803495220447628"
"wavelet-HHH","gldm","DependenceVariance","6.845678760828379"
"wavelet-HHH","gldm","GrayLevelNonUniformity","17123.56553858732"
"wavelet-HHH","gldm","GrayLevelVariance","0.24999904314849009"
"wavelet-HHH","gldm","HighGrayLevelEmphasis","2.497065436388589"
"wavelet-HHH","gldm","LargeDependenceEmphasis","170.607498467019"
"wavelet-HHH","gldm","LargeDependenceHighGrayLevelEmphasis","427.32189680847955"
"wavelet-HHH","gldm","LargeDependenceLowGrayLevelEmphasis","106.42889888165386"
"wavelet-HHH","gldm","LowGrayLevelEmphasis","0.6257336409028528"
"wavelet-HHH","gldm","SmallDependenceEmphasis","0.007433038176647908"
"wavelet-HHH","gldm","SmallDependenceHighGrayLevelEmphasis","0.018588977241687968"
"wavelet-HHH","gldm","SmallDependenceLowGrayLevelEmphasis","0.004644053410387892"
"wavelet-HHH","ngtdm","Busyness","8646.593548633986"
"wavelet-HHH","ngtdm","Coarseness","0.0001163352679392996"
"wavelet-HHH","ngtdm","Complexity","0.5019911578271392"
"wavelet-HHH","ngtdm","Contrast","0.12549699965673217"
"wavelet-HHH","ngtdm","Strength","0.00011633555481600236"
"wavelet-LLL","firstorder","10Percentile","164.02244720034938"
"wavelet-LLL","firstorder","90Percentile","266.7979902917429"
"wavelet-LLL","firstorder","Energy","1660759892.0986853"
"wavelet-LLL","firstorder","Entropy","2.756203058390632"
"wavelet-LLL","firstorder","InterquartileRange","54.14491776387544"
"wavelet-LLL","firstorder","Kurtosis","3.1309653578977064"
"wavelet-LLL","firstorder","Maximum","361.9669709997955"
"wavelet-LLL","firstorder","MeanAbsoluteDeviation","32.11215528894676"
"wavelet-LLL","firstorder","Mean","216.4751317502051"
"wavelet-LLL","firstorder","Median","217.86485005158897"
"wavelet-LLL","firstorder","Minimum","46.700702959689536"
"wavelet-LLL","firstorder","Range","315.26626804010596"
"wavelet-LLL","firstorder","RobustMeanAbsoluteDeviation","22.394487430167604"
"wavelet-LLL","firstorder","RootMeanSquared","220.21259620829198"
"wavelet-LLL","firstorder","Skewness","-0.2206484122664711"
"wavelet-LLL","firstorder","TotalEnergy","793913981.0113481"
"wavelet-LLL","firstorder","Uniformity","0.17348150664460069"
"wavelet-LLL","firstorder","Variance","1632.1048625275896"
"wavelet-LLL","glcm","Autocorrelation","67.79148088248962"
"wavelet-LLL","glcm","ClusterProminence","222.31266109161822"
"wavelet-LLL","glcm","ClusterShade","-4.911380232636777"
"wavelet-LLL","glcm","ClusterTendency","8.517846565611888"
"wavelet-LLL","glcm","Contrast","1.9575461642788468"
"wavelet-LLL","glcm","Correlation","0.6260473303158517"
"wavelet-LLL","glcm","DifferenceAverage","1.0443617943353873"
"wavelet-LLL","glcm","DifferenceEntropy","1.806284181302556"
"wavelet-LLL","glcm","DifferenceVariance","0.8446186073184736"
"wavelet-LLL","glcm","Id","0.6010345979796111"
"wavelet-LLL","glcm","Idm","0.5657793506205467"
"wavelet-LLL","glcm","Idmn","0.9903359862839458"
"wavelet-LLL","glcm","Idn","0.9339874417847729"
"wavelet-LLL","glcm","Imc1","-0.14164244705142492"
"wavelet-LLL","glcm","Imc2","0.7146739389705782"
"wavelet-LLL","glcm","InverseVariance","0.4956015858263758"
"wavelet-LLL","glcm","JointAverage","8.133349039559356"
"wavelet-LLL","glcm","JointEnergy","0.041179935858259964"
"wavelet-LLL","glcm","JointEntropy","5.088146690335307"
"wavelet-LLL","glcm","MCC","0.6306752688735384"
"wavelet-LLL","glcm","MaximumProbability","0.08212446394058004"
"wavelet-LLL","glcm","SumAverage","16.26669807911872"
"wavelet-LLL","glcm","SumEntropy","3.5855613156899317"
"wavelet-LLL","glcm","SumSquares","2.618848182472684"
"wavelet-LLL","glrlm","GrayLevelNonUniformity","4111.829953897922"
"wavelet-LLL","glrlm","GrayLevelNonUniformityNormalized","0.16562071152352997"
"wavelet-LLL","glrlm","GrayLevelVariance","2.9322533865701"
"wavelet-LLL","glrlm","HighGrayLevelRunEmphasis","69.59704884859063"
"wavelet-LLL","glrlm","LongRunEmphasis","2.502471847845556"
"wavelet-LLL","glrlm","LongRunHighGrayLevelEmphasis","172.17427470395612"
