"Image type","Feature Class","Feature Name","CHEONGWON_SONG..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.02.24.19.04.53_segment_CHEONGWON_SONG..ABDOMEN_00_LIVE.OBJ1.OBJ1.2022.02.24.19.04.53"
"wavelet-HLL","firstorder","Skewness","-0.09305699466715923"
"wavelet-HLL","firstorder","TotalEnergy","3467097.0781233986"
"wavelet-HLL","firstorder","Uniformity","0.21450803707938212"
"wavelet-HLL","firstorder","Variance","1014.9695436113074"
"wavelet-HLL","glcm","Autocorrelation","31.00671879515866"
"wavelet-HLL","glcm","ClusterProminence","44.58594350523653"
"wavelet-HLL","glcm","ClusterShade","-0.6062659914821538"
"wavelet-HLL","glcm","ClusterTendency","3.6543542401895404"
"wavelet-HLL","glcm","Contrast","3.197440059531108"
"wavelet-HLL","glcm","Correlation","0.06564006877609144"
"wavelet-HLL","glcm","DifferenceAverage","1.3521256368814536"
"wavelet-HLL","glcm","DifferenceEntropy","2.0379810732957826"
"wavelet-HLL","glcm","DifferenceVariance","1.25025012701095"
"wavelet-HLL","glcm","Id","0.5442305528251665"
"wavelet-HLL","glcm","Idm","0.4931834054328916"
"wavelet-HLL","glcm","Idmn","0.970995307029119"
"wavelet-HLL","glcm","Idn","0.8896063903002539"
"wavelet-HLL","glcm","Imc1","-0.05694855839424196"
"wavelet-HLL","glcm","Imc2","0.3853894538880862"
"wavelet-HLL","glcm","InverseVariance","0.45527904834549937"
"wavelet-HLL","glcm","JointAverage","5.558100838334908"
"wavelet-HLL","glcm","JointEnergy","0.050864386061113945"
"wavelet-HLL","glcm","JointEntropy","4.728591218482153"
"wavelet-HLL","glcm","MCC","0.32012282435295575"
"wavelet-HLL","glcm","MaximumProbability","0.09209556083792078"
"wavelet-HLL","glcm","SumAverage","11.116201676669816"
"wavelet-HLL","glcm","SumEntropy","2.938783384267922"
"wavelet-HLL","glcm","SumSquares","1.7129485749301625"
"wavelet-HLL","glrlm","GrayLevelNonUniformity","946.3663030131546"
"wavelet-HLL","glrlm","GrayLevelNonUniformityNormalized","0.20149730101370933"
"wavelet-HLL","glrlm","GrayLevelVariance","1.8944394285240884"
"wavelet-HLL","glrlm","HighGrayLevelRunEmphasis","32.69774994138481"
"wavelet-HLL","glrlm","LongRunEmphasis","2.085101123827671"
"wavelet-HLL","glrlm","LongRunHighGrayLevelEmphasis","67.79144311885385"
"wavelet-HLL","glrlm","LongRunLowGrayLevelEmphasis","0.0811650080800116"
"wavelet-HLL","glrlm","LowGrayLevelRunEmphasis","0.04209884496961664"
"wavelet-HLL","glrlm","RunEntropy","3.4138547839062454"
"wavelet-HLL","glrlm","RunLengthNonUniformity","3122.1101099940743"
"wavelet-HLL","glrlm","RunLengthNonUniformityNormalized","0.6553978254256697"
"wavelet-HLL","glrlm","RunPercentage","0.7841588221714932"
"wavelet-HLL","glrlm","RunVariance","0.4092153076295274"
"wavelet-HLL","glrlm","ShortRunEmphasis","0.8331797906382769"
"wavelet-HLL","glrlm","ShortRunHighGrayLevelEmphasis","27.291766295299908"
"wavelet-HLL","glrlm","ShortRunLowGrayLevelEmphasis","0.03596758897140298"
"wavelet-HLL","glszm","GrayLevelNonUniformity","67.28402366863905"
"wavelet-HLL","glszm","GrayLevelNonUniformityNormalized","0.19906515878295578"
"wavelet-HLL","glszm","GrayLevelVariance","6.008298028780505"
"wavelet-HLL","glszm","HighGrayLevelZoneEmphasis","34.62130177514793"
"wavelet-HLL","glszm","LargeAreaEmphasis","19260.615384615383"
"wavelet-HLL","glszm","LargeAreaHighGrayLevelEmphasis","629650.1272189349"
"wavelet-HLL","glszm","LargeAreaLowGrayLevelEmphasis","626.6519481561801"
"wavelet-HLL","glszm","LowGrayLevelZoneEmphasis","0.078233454706669"
"wavelet-HLL","glszm","SizeZoneNonUniformity","71.68639053254438"
"wavelet-HLL","glszm","SizeZoneNonUniformityNormalized","0.21208991281817863"
"wavelet-HLL","glszm","SmallAreaEmphasis","0.45565852144110636"
"wavelet-HLL","glszm","SmallAreaHighGrayLevelEmphasis","15.935212382803853"
"wavelet-HLL","glszm","SmallAreaLowGrayLevelEmphasis","0.040572307778266224"
"wavelet-HLL","glszm","ZoneEntropy","5.271327773324266"
"wavelet-HLL","glszm","ZonePercentage","0.05635211737245749"
"wavelet-HLL","glszm","ZoneVariance","18945.710409299394"
"wavelet-HLL","gldm","DependenceEntropy","5.743255636737556"
"wavelet-HLL","gldm","DependenceNonUniformity","539.3534511503834"
"wavelet-HLL","gldm","DependenceNonUniformityNormalized","0.08992221593037404"
"wavelet-HLL","gldm","DependenceVariance","10.067428278026654"
"wavelet-HLL","gldm","GrayLevelNonUniformity","1286.619206402134"
"wavelet-HLL","gldm","GrayLevelVariance","1.7112192060018672"
"wavelet-HLL","gldm","HighGrayLevelEmphasis","32.62504168056019"
"wavelet-HLL","gldm","LargeDependenceEmphasis","53.78426142047349"
"wavelet-HLL","gldm","LargeDependenceHighGrayLevelEmphasis","1734.7724241413805"
"wavelet-HLL","gldm","LargeDependenceLowGrayLevelEmphasis","1.8778733130294714"
"wavelet-HLL","gldm","LowGrayLevelEmphasis","0.04080906364836821"
"wavelet-HLL","gldm","SmallDependenceEmphasis","0.06790098523117433"
"wavelet-HLL","gldm","SmallDependenceHighGrayLevelEmphasis","2.2863723817688753"
"wavelet-HLL","gldm","SmallDependenceLowGrayLevelEmphasis","0.00427463673572148"
"wavelet-HLL","ngtdm","Busyness","14.808972224831301"
"wavelet-HLL","ngtdm","Coarseness","0.0010249172058089718"
"wavelet-HLL","ngtdm","Complexity","42.891088864418236"
"wavelet-HLL","ngtdm","Contrast","0.03878629638200132"
"wavelet-HLL","ngtdm","Strength","0.032576759592969205"
"wavelet-HLH","firstorder","10Percentile","-13.857499797910126"
"wavelet-HLH","firstorder","90Percentile","13.769828834229148"
"wavelet-HLH","firstorder","Energy","687653.1121994107"
"wavelet-HLH","firstorder","Entropy","1.1309055347939296"
"wavelet-HLH","firstorder","InterquartileRange","14.229449783948585"
"wavelet-HLH","firstorder","Kurtosis","2.9833524364016712"
"wavelet-HLH","firstorder","Maximum","36.228910407108096"
"wavelet-HLH","firstorder","MeanAbsoluteDeviation","8.519368003459444"
"wavelet-HLH","firstorder","Mean","-0.07064635452960019"
"wavelet-HLH","firstorder","Median","-0.18367739009934736"
"wavelet-HLH","firstorder","Minimum","-37.34244041746399"
"wavelet-HLH","firstorder","Range","73.57135082457208"
"wavelet-HLH","firstorder","RobustMeanAbsoluteDeviation","5.9159082804123795"
"wavelet-HLH","firstorder","RootMeanSquared","10.70733709763898"
"wavelet-HLH","firstorder","Skewness","0.001895976984235678"
"wavelet-HLH","firstorder","TotalEnergy","390844.58582024917"
"wavelet-HLH","firstorder","Uniformity","0.48225795171692776"
"wavelet-HLH","firstorder","Variance","114.64207681506761"
"wavelet-HLH","glcm","Autocorrelation","6.213858071111201"
"wavelet-HLH","glcm","ClusterProminence","0.8180529004503396"
"wavelet-HLH","glcm","ClusterShade","0.009149761625210003"
"wavelet-HLH","glcm","ClusterTendency","0.577161930373042"
"wavelet-HLH","glcm","Contrast","0.5661511173895291"
"wavelet-HLH","glcm","Correlation","0.009549323812778902"
"wavelet-HLH","glcm","DifferenceAverage","0.5288010227979323"
"wavelet-HLH","glcm","DifferenceEntropy","1.0954567824640558"
"wavelet-HLH","glcm","DifferenceVariance","0.27952373140467757"
"wavelet-HLH","glcm","Id","0.741745018509348"
"wavelet-HLH","glcm","Idm","0.7393344980601936"
"wavelet-HLH","glcm","Idmn","0.9673763111699988"
"wavelet-HLH","glcm","Idn","0.8954757144955293"
"wavelet-HLH","glcm","Imc1","-0.020943954373138396"
"wavelet-HLH","glcm","Imc2","0.13030049409875968"
"wavelet-HLH","glcm","InverseVariance","0.49687038979038517"
"wavelet-HLH","glcm","JointAverage","2.4922073506482394"
"wavelet-HLH","glcm","JointEnergy","0.2388166636177236"
"wavelet-HLH","glcm","JointEntropy","2.2353993633950235"
"wavelet-HLH","glcm","MCC","0.1068822014068125"
"wavelet-HLH","glcm","MaximumProbability","0.26612008831792033"
"wavelet-HLH","glcm","SumAverage","4.984414701296478"
"wavelet-HLH","glcm","SumEntropy","1.6145564418722727"
"wavelet-HLH","glcm","SumSquares","0.2858282619406428"
"wavelet-HLH","glrlm","GrayLevelNonUniformity","1598.339569716952"
"wavelet-HLH","glrlm","GrayLevelNonUniformityNormalized","0.4696236515981693"
"wavelet-HLH","glrlm","GrayLevelVariance","0.3127568070154429"
"wavelet-HLH","glrlm","HighGrayLevelRunEmphasis","6.562620378630391"
"wavelet-HLH","glrlm","LongRunEmphasis","4.845560372459623"
"wavelet-HLH","glrlm","LongRunHighGrayLevelEmphasis","31.130055424221855"
"wavelet-HLH","glrlm","LongRunLowGrayLevelEmphasis","0.8996628642927207"
"wavelet-HLH","glrlm","LowGrayLevelRunEmphasis","0.19149674832580554"
"wavelet-HLH","glrlm","RunEntropy","2.9052100321984886"
"wavelet-HLH","glrlm","RunLengthNonUniformity","1382.601444208063"
"wavelet-HLH","glrlm","RunLengthNonUniformityNormalized","0.3979891991486206"
"wavelet-HLH","glrlm","RunPercentage","0.5670351655680099"
"wavelet-HLH","glrlm","RunVariance","1.429077175562143"
"wavelet-HLH","glrlm","ShortRunEmphasis","0.6313194857242703"
"wavelet-HLH","glrlm","ShortRunHighGrayLevelEmphasis","4.179540103377624"
"wavelet-HLH","glrlm","ShortRunLowGrayLevelEmphasis","0.1241269931573423"
"wavelet-HLH","glszm","GrayLevelNonUniformity","33.05714285714286"
"wavelet-HLH","glszm","GrayLevelNonUniformityNormalized","0.4722448979591837"
"wavelet-HLH","glszm","GrayLevelVariance","2.1928571428571426"
"wavelet-HLH","glszm","HighGrayLevelZoneEmphasis","8.442857142857143"
"wavelet-HLH","glszm","LargeAreaEmphasis","247771.54285714286"
"wavelet-HLH","glszm","LargeAreaHighGrayLevelEmphasis","1592644.7428571428"
"wavelet-HLH","glszm","LargeAreaLowGrayLevelEmphasis","45234.278075396825"
"wavelet-HLH","glszm","LowGrayLevelZoneEmphasis","0.5212301587301588"
"wavelet-HLH","glszm","SizeZoneNonUniformity","29.65714285714286"
"wavelet-HLH","glszm","SizeZoneNonUniformityNormalized","0.4236734693877551"
"wavelet-HLH","glszm","SmallAreaEmphasis","0.6702896858371482"
"wavelet-HLH","glszm","SmallAreaHighGrayLevelEmphasis","5.672908751830181"
"wavelet-HLH","glszm","SmallAreaLowGrayLevelEmphasis","0.3576259926522588"
"wavelet-HLH","glszm","ZoneEntropy","2.611171849823123"
"wavelet-HLH","glszm","ZonePercentage","0.011670556852284094"
"wavelet-HLH","glszm","ZoneVariance","240429.5012244898"
"wavelet-HLH","gldm","DependenceEntropy","4.759957091539131"
"wavelet-HLH","gldm","DependenceNonUniformity","527.9963321107035"
"wavelet-HLH","gldm","DependenceNonUniformityNormalized","0.08802873159564914"
"wavelet-HLH","gldm","DependenceVariance","11.849545491489271"
"wavelet-HLH","gldm","GrayLevelNonUniformity","2892.5831943981325"
"wavelet-HLH","gldm","GrayLevelVariance","0.28629872289318176"
"wavelet-HLH","gldm","HighGrayLevelEmphasis","6.50216738912971"
"wavelet-HLH","gldm","LargeDependenceEmphasis","162.08569523174393"
"wavelet-HLH","gldm","LargeDependenceHighGrayLevelEmphasis","1035.699566522174"
"wavelet-HLH","gldm","LargeDependenceLowGrayLevelEmphasis","29.79044982586788"
"wavelet-HLH","gldm","LowGrayLevelEmphasis","0.18783460227483234"
"wavelet-HLH","gldm","SmallDependenceEmphasis","0.017850883139397884"
"wavelet-HLH","gldm","SmallDependenceHighGrayLevelEmphasis","0.13544453058516465"
"wavelet-HLH","gldm","SmallDependenceLowGrayLevelEmphasis","0.0064662667685289835"
"wavelet-HLH","ngtdm","Busyness","135.36415973160373"
"wavelet-HLH","ngtdm","Coarseness","0.0006986771370648511"
"wavelet-HLH","ngtdm","Complexity","3.4303069733370615"
"wavelet-HLH","ngtdm","Contrast","0.02446139510213889"
"wavelet-HLH","ngtdm","Strength","0.00399723187212946"
"wavelet-HHL","firstorder","10Percentile","-18.442704167066747"
"wavelet-HHL","firstorder","90Percentile","18.111752764932557"
"wavelet-HHL","firstorder","Energy","1211003.7808736204"
"wavelet-HHL","firstorder","Entropy","1.396310076626636"
"wavelet-HHL","firstorder","InterquartileRange","19.38809728908982"
"wavelet-HHL","firstorder","Kurtosis","2.8970780615844314"
"wavelet-HHL","firstorder","Maximum","46.60328881669616"
"wavelet-HHL","firstorder","MeanAbsoluteDeviation","11.392076305899987"
"wavelet-HHL","firstorder","Mean","0.044949506501788354"
"wavelet-HHL","firstorder","Median","0.16153869807099833"
"wavelet-HHL","firstorder","Minimum","-48.99006162537634"
"wavelet-HHL","firstorder","Range","95.5933504420725"
"wavelet-HHL","firstorder","RobustMeanAbsoluteDeviation","8.026451985051837"
"wavelet-HHL","firstorder","RootMeanSquared","14.209196455121479"
"wavelet-HHL","firstorder","Skewness","-0.019710045675033334"
"wavelet-HHL","firstorder","TotalEnergy","688303.8304712141"
"wavelet-HHL","firstorder","Uniformity","0.4277988183456951"
"wavelet-HHL","firstorder","Variance","201.89924344210206"
"wavelet-HHL","glcm","Autocorrelation","6.268909142246266"
"wavelet-HHL","glcm","ClusterProminence","1.9588255767801426"
"wavelet-HHL","glcm","ClusterShade","-0.0030127216045135663"
"wavelet-HHL","glcm","ClusterTendency","0.8167695249130655"
"wavelet-HHL","glcm","Contrast","0.8100346148313322"
"wavelet-HHL","glcm","Correlation","0.003943476015717497"
"wavelet-HHL","glcm","DifferenceAverage","0.6423958319094432"
"wavelet-HHL","glcm","DifferenceEntropy","1.3088832368711298"
"wavelet-HHL","glcm","DifferenceVariance","0.3866930143882707"
"wavelet-HHL","glcm","Id","0.7058365624916317"
"wavelet-HHL","glcm","Idm","0.6955659623374674"
"wavelet-HHL","glcm","Idmn","0.9555392939329851"
"wavelet-HHL","glcm","Idn","0.8770053280537214"
"wavelet-HHL","glcm","Imc1","-0.02437671814701208"
"wavelet-HHL","glcm","Imc2","0.1560434301296564"
"wavelet-HHL","glcm","InverseVariance","0.5042621290883512"
"wavelet-HHL","glcm","JointAverage","2.5034420075779265"
"wavelet-HHL","glcm","JointEnergy","0.18839675612407789"
"wavelet-HHL","glcm","JointEntropy","2.758572723902709"
"wavelet-HHL","glcm","MCC","0.12845810436088367"
"wavelet-HHL","glcm","MaximumProbability","0.23166463876712579"
"wavelet-HHL","glcm","SumAverage","5.006884015155853"
"wavelet-HHL","glcm","SumEntropy","1.8792033106435189"
"wavelet-HHL","glcm","SumSquares","0.40670103493609944"
"wavelet-HHL","glrlm","GrayLevelNonUniformity","1447.2160401620556"
"wavelet-HHL","glrlm","GrayLevelNonUniformityNormalized","0.39343718331901945"
"wavelet-HHL","glrlm","GrayLevelVariance","0.49256678937496484"
"wavelet-HHL","glrlm","HighGrayLevelRunEmphasis","6.774549332491473"
"wavelet-HHL","glrlm","LongRunEmphasis","3.9947371184023597"
"wavelet-HHL","glrlm","LongRunHighGrayLevelEmphasis","26.459929100804292"
"wavelet-HHL","glrlm","LongRunLowGrayLevelEmphasis","0.7682646085430658"
"wavelet-HHL","glrlm","LowGrayLevelRunEmphasis","0.22138796900722024"
"wavelet-HHL","glrlm","RunEntropy","3.025503566022529"
"wavelet-HHL","glrlm","RunLengthNonUniformity","1677.4039121549213"
"wavelet-HHL","glrlm","RunLengthNonUniformityNormalized","0.4483967735506594"
"wavelet-HHL","glrlm","RunPercentage","0.6129863800754098"
"wavelet-HHL","glrlm","RunVariance","1.1367053239017695"
"wavelet-HHL","glrlm","ShortRunEmphasis","0.6813931295166495"
"wavelet-HHL","glrlm","ShortRunHighGrayLevelEmphasis","4.689508918691903"
"wavelet-HHL","glrlm","ShortRunLowGrayLevelEmphasis","0.1618311153786666"
"wavelet-HHL","glszm","GrayLevelNonUniformity","106.63133640552995"
"wavelet-HHL","glszm","GrayLevelNonUniformityNormalized","0.49138864703009194"
"wavelet-HHL","glszm","GrayLevelVariance","2.2292255091422626"
"wavelet-HHL","glszm","HighGrayLevelZoneEmphasis","8.723502304147466"
"wavelet-HHL","glszm","LargeAreaEmphasis","70421.9262672811"
"wavelet-HHL","glszm","LargeAreaHighGrayLevelEmphasis","459921.60368663596"
"wavelet-HHL","glszm","LargeAreaLowGrayLevelEmphasis","12657.544066820277"
"wavelet-HHL","glszm","LowGrayLevelZoneEmphasis","0.5128968253968255"
"wavelet-HHL","glszm","SizeZoneNonUniformity","64.28110599078342"
"wavelet-HHL","glszm","SizeZoneNonUniformityNormalized","0.2962262948884028"
"wavelet-HHL","glszm","SmallAreaEmphasis","0.5355301256560516"
"wavelet-HHL","glszm","SmallAreaHighGrayLevelEmphasis","4.573066880185044"
"wavelet-HHL","glszm","SmallAreaLowGrayLevelEmphasis","0.2831840779227546"
"wavelet-HHL","glszm","ZoneEntropy","3.1698375274107025"
"wavelet-HHL","glszm","ZonePercentage","0.03617872624208069"
"wavelet-HHL","glszm","ZoneVariance","69657.92609739004"
"wavelet-HHL","gldm","DependenceEntropy","4.945538815955856"
"wavelet-HHL","gldm","DependenceNonUniformity","473.0876958986329"
"wavelet-HHL","gldm","DependenceNonUniformityNormalized","0.07887424073001549"
"wavelet-HHL","gldm","DependenceVariance","15.549629803243294"
"wavelet-HHL","gldm","GrayLevelNonUniformity","2565.9373124374792"
"wavelet-HHL","gldm","GrayLevelVariance","0.40668485582779007"
"wavelet-HHL","gldm","HighGrayLevelEmphasis","6.685895298432811"
"wavelet-HHL","gldm","LargeDependenceEmphasis","137.92530843614537"
"wavelet-HHL","gldm","LargeDependenceHighGrayLevelEmphasis","901.6068689563187"
"wavelet-HHL","gldm","LargeDependenceLowGrayLevelEmphasis","24.987145020562412"
"wavelet-HHL","gldm","LowGrayLevelEmphasis","0.20670431810603535"
"wavelet-HHL","gldm","SmallDependenceEmphasis","0.03622295179775007"
"wavelet-HHL","gldm","SmallDependenceHighGrayLevelEmphasis","0.29474148936863204"
"wavelet-HHL","gldm","SmallDependenceLowGrayLevelEmphasis","0.015704332167032882"
"wavelet-HHL","ngtdm","Busyness","134.32848065844126"
"wavelet-HHL","ngtdm","Coarseness","0.0007732705921769436"
"wavelet-HHL","ngtdm","Complexity","3.398208948497992"
"wavelet-HHL","ngtdm","Contrast","0.039006917008012856"
"wavelet-HHL","ngtdm","Strength","0.0038397016258092135"
"wavelet-HHH","firstorder","10Percentile","-6.123228405699475"
"wavelet-HHH","firstorder","90Percentile","6.21065778103676"
"wavelet-HHH","firstorder","Energy","137181.67877551442"
"wavelet-HHH","firstorder","Entropy","0.9999819542082742"
"wavelet-HHH","firstorder","InterquartileRange","6.3770998856040215"
"wavelet-HHH","firstorder","Kurtosis","2.991981021394438"
"wavelet-HHH","firstorder","Maximum","17.157134676789177"
"wavelet-HHH","firstorder","MeanAbsoluteDeviation","3.797341626896836"
"wavelet-HHH","firstorder","Mean","0.0021840900815512654"
"wavelet-HHH","firstorder","Median","0.021174123606443856"
"wavelet-HHH","firstorder","Minimum","-16.896337705317173"
"wavelet-HHH","firstorder","Range","34.05347238210635"
"wavelet-HHH","firstorder","RobustMeanAbsoluteDeviation","2.639445358624714"
"wavelet-HHH","firstorder","RootMeanSquared","4.782388197843977"
"wavelet-HHH","firstorder","Skewness","0.018224689060443396"
"wavelet-HHH","firstorder","TotalEnergy","77970.58643660182"
"wavelet-HHH","firstorder","Uniformity","0.5000125083375019"
"wavelet-HHH","firstorder","Variance","22.871232104627882"
"wavelet-HHH","glcm","Autocorrelation","2.2553057275116695"
"wavelet-HHH","glcm","ClusterProminence","0.49187919423669374"
"wavelet-HHH","glcm","ClusterShade","-0.002974000605124741"
"wavelet-HHH","glcm","ClusterTendency","0.4918809032243917"
"wavelet-HHH","glcm","Contrast","0.5080786141119991"
"wavelet-HHH","glcm","Correlation","-0.016198280574607274"
"wavelet-HHH","glcm","DifferenceAverage","0.5080786141119991"
"wavelet-HHH","glcm","DifferenceEntropy","0.9981849613848207"
"wavelet-HHH","glcm","DifferenceVariance","0.24937279959651754"
"wavelet-HHH","glcm","Id","0.7459606929440006"
"wavelet-HHH","glcm","Idm","0.7459606929440006"
"wavelet-HHH","glcm","Idmn","0.8983842771776003"
"wavelet-HHH","glcm","Idn","0.8306404619626669"
"wavelet-HHH","glcm","Imc1","-0.0018160291123890903"
"wavelet-HHH","glcm","Imc2","0.034540153610648244"
"wavelet-HHH","glcm","InverseVariance","0.5080786141119991"
"wavelet-HHH","glcm","JointAverage","1.5031150115225564"
"wavelet-HHH","glcm","JointEnergy","0.25064744173528714"
"wavelet-HHH","glcm","JointEntropy","1.998125607944584"
"wavelet-HHH","glcm","MCC","0.02884279948359501"
"wavelet-HHH","glcm","MaximumProbability","0.2585443107362955"
"wavelet-HHH","glcm","SumAverage","3.006230023045113"
"wavelet-HHH","glcm","SumEntropy","1.4900469938325855"
"wavelet-HHH","glcm","SumSquares","0.24998987933409766"
"wavelet-HHH","glrlm","GrayLevelNonUniformity","1696.1232476611092"
"wavelet-HHH","glrlm","GrayLevelNonUniformityNormalized","0.5000023079881607"
"wavelet-HHH","glrlm","GrayLevelVariance","0.24999884600591968"
"wavelet-HHH","glrlm","HighGrayLevelRunEmphasis","2.4986656043064355"
"wavelet-HHH","glrlm","LongRunEmphasis","4.446699360518953"
"wavelet-HHH","glrlm","LongRunHighGrayLevelEmphasis","11.197545339581515"
"wavelet-HHH","glrlm","LongRunLowGrayLevelEmphasis","2.7589878657533125"
"wavelet-HHH","glrlm","LowGrayLevelRunEmphasis","0.6253335989233911"
"wavelet-HHH","glrlm","RunEntropy","2.6965201319099013"
"wavelet-HHH","glrlm","RunLengthNonUniformity","1369.961243394772"
"wavelet-HHH","glrlm","RunLengthNonUniformityNormalized","0.4036105760573265"
"wavelet-HHH","glrlm","RunPercentage","0.5655603149767872"
"wavelet-HHH","glrlm","RunVariance","1.3105328505329856"
"wavelet-HHH","glrlm","ShortRunEmphasis","0.6326552261063934"
"wavelet-HHH","glrlm","ShortRunHighGrayLevelEmphasis","1.5742115722167958"
"wavelet-HHH","glrlm","ShortRunLowGrayLevelEmphasis","0.3972661395787931"
"wavelet-HHH","glszm","GrayLevelNonUniformity","1.0"
"wavelet-HHH","glszm","GrayLevelNonUniformityNormalized","0.5"
"wavelet-HHH","glszm","GrayLevelVariance","0.25"
"wavelet-HHH","glszm","HighGrayLevelZoneEmphasis","2.5"
"wavelet-HHH","glszm","LargeAreaEmphasis","8994226.0"
"wavelet-HHH","glszm","LargeAreaHighGrayLevelEmphasis","22620520.0"
"wavelet-HHH","glszm","LargeAreaLowGrayLevelEmphasis","5587652.5"
"wavelet-HHH","glszm","LowGrayLevelZoneEmphasis","0.625"
"wavelet-HHH","glszm","SizeZoneNonUniformity","1.0"
"wavelet-HHH","glszm","SizeZoneNonUniformityNormalized","0.5"
"wavelet-HHH","glszm","SmallAreaEmphasis","1.1119356704032954e-07"
"wavelet-HHH","glszm","SmallAreaHighGrayLevelEmphasis","2.7631549968026815e-07"
"wavelet-HHH","glszm","SmallAreaLowGrayLevelEmphasis","6.991308388034487e-08"
"wavelet-HHH","glszm","ZoneEntropy","0.9999999999999993"
"wavelet-HHH","glszm","ZonePercentage","0.00033344448149383126"
"wavelet-HHH","glszm","ZoneVariance","225.0"
"wavelet-HHH","gldm","DependenceEntropy","4.4118112345081055"
"wavelet-HHH","gldm","DependenceNonUniformity","666.3737912637546"
"wavelet-HHH","gldm","DependenceNonUniformityNormalized","0.1110993316545106"
"wavelet-HHH","gldm","DependenceVariance","7.518922112639303"
"wavelet-HHH","gldm","GrayLevelNonUniformity","2999.075025008336"
"wavelet-HHH","gldm","GrayLevelVariance","0.2499937458312491"
"wavelet-HHH","gldm","HighGrayLevelEmphasis","2.507502500833611"
"wavelet-HHH","gldm","LargeDependenceEmphasis","158.69656552184063"
"wavelet-HHH","gldm","LargeDependenceHighGrayLevelEmphasis","401.25241747249083"
"wavelet-HHH","gldm","LargeDependenceLowGrayLevelEmphasis","98.05760253417806"
"wavelet-HHH","gldm","LowGrayLevelEmphasis","0.6231243747915972"
"wavelet-HHH","gldm","SmallDependenceEmphasis","0.008269836192142542"
"wavelet-HHH","gldm","SmallDependenceHighGrayLevelEmphasis","0.020595404938707266"
"wavelet-HHH","gldm","SmallDependenceLowGrayLevelEmphasis","0.005188444005501362"
"wavelet-HHH","ngtdm","Busyness","1502.5172166586935"
"wavelet-HHH","ngtdm","Coarseness","0.0006557108358229993"
"wavelet-HHH","ngtdm","Complexity","0.5085236712236373"
"wavelet-HHH","ngtdm","Contrast","0.12712814154923016"
"wavelet-HHH","ngtdm","Strength","0.0006557087513398508"
"wavelet-LLL","firstorder","10Percentile","229.835130647385"
"wavelet-LLL","firstorder","90Percentile","361.74560190010993"
"wavelet-LLL","firstorder","Energy","547273203.4304398"
"wavelet-LLL","firstorder","Entropy","3.122480934290229"
"wavelet-LLL","firstorder","InterquartileRange","70.04173038906225"
"wavelet-LLL","firstorder","Kurtosis","3.2599414040213164"
"wavelet-LLL","firstorder","Maximum","463.4596954239504"
"wavelet-LLL","firstorder","MeanAbsoluteDeviation","41.73041908424876"
"wavelet-LLL","firstorder","Mean","297.47079642286513"
"wavelet-LLL","firstorder","Median","300.5428037579961"
"wavelet-LLL","firstorder","Minimum","63.08841723332718"
"wavelet-LLL","firstorder","Range","400.37127819062323"
"wavelet-LLL","firstorder","RobustMeanAbsoluteDeviation","29.142171961205424"
"wavelet-LLL","firstorder","RootMeanSquared","302.0639249838774"
"wavelet-LLL","firstorder","Skewness","-0.3022426639997479"
"wavelet-LLL","firstorder","TotalEnergy","311056206.58234334"
"wavelet-LLL","firstorder","Uniformity","0.13447969374252902"
"wavelet-LLL","firstorder","Variance","2753.740052211881"
"wavelet-LLL","glcm","Autocorrelation","108.28357979738279"
"wavelet-LLL","glcm","ClusterProminence","657.1295007136537"
"wavelet-LLL","glcm","ClusterShade","-13.984330293671961"
"wavelet-LLL","glcm","ClusterTendency","14.107716954351352"
"wavelet-LLL","glcm","Contrast","4.5583637086681685"
"wavelet-LLL","glcm","Correlation","0.512414868323114"
"wavelet-LLL","glcm","DifferenceAverage","1.6544335894063065"
"wavelet-LLL","glcm","DifferenceEntropy","2.3030606634182074"
"wavelet-LLL","glcm","DifferenceVariance","1.761587652480443"
"wavelet-LLL","glcm","Id","0.493074597204291"
"wavelet-LLL","glcm","Idm","0.42854225828156384"
"wavelet-LLL","glcm","Idmn","0.9849624982462241"
"wavelet-LLL","glcm","Idn","0.9158331690275203"
"wavelet-LLL","glcm","Imc1","-0.08374104533671892"
"wavelet-LLL","glcm","Imc2","0.6072008342315174"
"wavelet-LLL","glcm","InverseVariance","0.4192149399373281"
"wavelet-LLL","glcm","JointAverage","10.29058112550918"
"wavelet-LLL","glcm","JointEnergy","0.020683776955710234"
"wavelet-LLL","glcm","JointEntropy","6.036895078606059"
"wavelet-LLL","glcm","MCC","0.5276438961960396"
"wavelet-LLL","glcm","MaximumProbability","0.04142824014546599"
"wavelet-LLL","glcm","SumAverage","20.58116225101836"
"wavelet-LLL","glcm","SumEntropy","3.941992050145017"
"wavelet-LLL","glcm","SumSquares","4.66652016575488"
"wavelet-LLL","glrlm","GrayLevelNonUniformity","655.801688128055"
"wavelet-LLL","glrlm","GrayLevelNonUniformityNormalized","0.13192872479987397"
"wavelet-LLL","glrlm","GrayLevelVariance","4.679784060884233"
"wavelet-LLL","glrlm","HighGrayLevelRunEmphasis","113.04867918898616"
"wavelet-LLL","glrlm","LongRunEmphasis","1.7236007187467928"
"wavelet-LLL","glrlm","LongRunHighGrayLevelEmphasis","193.09859997587998"
"wavelet-LLL","glrlm","LongRunLowGrayLevelEmphasis","0.019206901006415197"
